=== TAB: Master_Summary ===

Spare Part Code,Component,Description,Count,Spare Part Code,Status,Status Description,Status Count,Part Code,Total Entries,DC No,Part Code,Count
971039,Z1,IN4745A 16V 1W Zener Diode,10,,,,,,,,,
971039,T1,N/A,5,,,,,,,,,
971039,C6,N/A,1,,,,,,,,,
971039,R11,1K 1/4W 5%,10,,,,,,,,,
971039,R18,820K 1/2W 5%,6,,,,,,,,,
971039,R10,4.7E 1/2W 5%,4,,,,,,,,,
971039,CN1,N/A,3,,,,,,,,,
971039,R5,8.2K 1/4W 5%,1,,,,,,,,,
971039,C1,N/A,1,,,,,,,,,
971065,K,N/A,413,,,,,,,,,
971065,CON1,N/A,7,,,,,,,,,
971065,LED,N/A,23,,,,,,,,,
971089,F1,N/A,66,,,,,,,,,
971089,IGBT,N/A,67,,,,,,,,,
971089,R9,N/A,4,,,,,,,,,
971089,EC10,N/A,5,,,,,,,,,
971089,PCB_LUG,N/A,3,,,,,,,,,
971089,T1,N/A,3,,,,,,,,,
971089,LO1,N/A,1,,,,,,,,,
971089,EC4,N/A,3,,,,,,,,,
971089,D10,N/A,1,,,,,,,,,
974284,S,N/A,1045,,,,,,,,,
974284,LED,N/A,22,,,,,,,,,
974284,CN1,N/A,1,,,,,,,,,
974284,U1,N/A,3,,,,,,,,,
974284,U2,N/A,1,,,,,,,,,
971040,U1,N/A,13,,,,,,,,,
971040,R5,N/A,1,,,,,,,,,
971040,K,N/A,8,,,,,,,,,
971040,LED,N/A,2,,,,,,,,,
971084,S,N/A,327,,,,,,,,,
971084,LED,N/A,160,,,,,,,,,
971084,CN1,N/A,3,,,,,,,,,
971084,U2,N/A,8,,,,,,,,,
974278,S,N/A,210,,,,,,,,,
974278,LED,N/A,203,,,,,,,,,


=== TAB: Dashboard ===



=== TAB: Pivot ===

Sum of Count,Column Labels,,,,,,Sum of Status Count,Column Labels,,,,,,Sum of Count,Column Labels,,,,,,,,
Row Labels,971039,,,,,,Row Labels,971039,,,,,,Row Labels,971039,971040,971065,971084,971089,974278,974284,974290,Grand Total
EC1,654,,,,,,NFF,,,,,,,RC2527000514,,,42,,,,,,42
IC1,306,,,,,,No Fault Found,316,,,,,,RC2527000601,,,,8,,,,,8
R1,291,,,,,,OK,,,,,,,RC2527000784,1359,23,,60,,,99,815,2356
PCB_LUG,181,,,,,,Repair OK,1043,,,,,,RC2527000998,,,,73,75,70,,,218
VR1,139,,,,,,,,,,,,,Grand Total,1359,23,42,141,75,70,99,815,2624
EC2,84,,,,,,,,,,,,,,,,,,,,,,
VR2,83,,,,,,,,,,,,,,,,,,,,,,
F1,83,,,,,,,,,,,,,,,,,,,,,,
R9,80,,,,,,,,,,,,,,,,,,,,,,
R2,76,,,,,,,,,,,,,,,,,,,,,,
BZ,70,,,,,,Sum of Status Count,Column Labels,,,,,,Row Labels,Sum of Total Entries,,,,,,,,
CX1,63,,,,,,Row Labels,971039,,,,,,971039,1359,,,,,,,,
U1,54,,,,,,NFF,,,,,,,Grand Total,1359,,,,,,,,
EC3,47,,,,,,No Fault Found,0.23252391464311994,,,,,,,,,,,,,,,
EC4,36,,,,,,OK,,,,,,,,,,,,,,,,
EC5,36,,,,,,Repair OK,0.7674760853568801,,,,,,,,,,,,,,,
L1,24,,,,,,,,,,,,,,,,,,,,,,
TR1,20,,,,,,,,,,,,,,,,,,,,,,
D1,20,,,,,,,,,,,,,,,,,,,,,,
R7,16,,,,,,,,,,,,,,,,,,,,,,
Q1,16,,,,,,,,,,,,,,,,,,,,,,
R6,15,,,,,,,,,,,,,,,,,,,,,,
R11,10,,,,,,,,,,,,,,,,,,,,,,
Q2,10,,,,,,,,,,,,,,,,,,,,,,
Z1,10,,,,,,,,,,,,,,,,,,,,,,
D4,7,,,,,,,,,,,,,,,,,,,,,,
R18,6,,,,,,,,,,,,,,,,,,,,,,
T1,5,,,,,,,,,,,,,,,,,,,,,,
FAN,5,,,,,,,,,,,,,,,,,,,,,,
R10,4,,,,,,,,,,,,,,,,,,,,,,
D2,3,,,,,,,,,,,,,,,,,,,,,,
D3,3,,,,,,,,,,,,,,,,,,,,,,
CN1,3,,,,,,,,,,,,,,,,,,,,,,
C1,1,,,,,,,,,,,,,,,,,,,,,,
C6,1,,,,,,,,,,,,,,,,,,,,,,
R5,1,,,,,,,,,,,,,,,,,,,,,,


=== TAB: 974290 ===

Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
1,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45536,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
2,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45298,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
3,RC2527000784,,KHARDAH KOL-117,A.E. ENTERPRISE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201012556989,NA,7082502968197,974290,Dead,SAHID,45658,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
4,RC2527000784,,NA,DISPLAY PCB LCX ,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999022346490,27/06/2025,317125,974290,NOT WORKING,RAMAKAN SINGH,44928,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
5,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,TAL225072502859338-1,974290,NOT WORKING,SEOITEA PRO,45300,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
6,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45658,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
7,RC2527000784,,DWARKA,SHREE KRUPA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999082368942,45658,AHMD16072502781119-1,974290,Dead,KEYUR KUMAR BHAGVANJI PABARI,44934,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
8,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44933,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
9,RC2527000784,,NAGAPUR,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072353820,45598,28072502881582-3,974290,Dead,NA,45303,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
10,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999182218987,45303,2821538-1,974290,Dead,JAYARAKASH SINGH,45108,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
11,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102398180,28/10/2025,2798075,974290,NOT WORKING,RINTU,45200,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
12,RC2527000784,,KOLKATA,MAA SARADA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION, K01217062502463448,21/12/2025,E201092389623,974290,NOT WORKING,NA,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
13,RC2527000784,,INDORE,DS GROUP CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20109242764,NA,2502453030-1,974290,Dead,NA,45597,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
14,RC2527000784,,JABALPUR,PAWAN ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999092215632,17/09/2024,JABR11072502719160-1,974290,NOT WORKING,NA,45139,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
15,RC2527000784,,INDORE,PRACHI ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062434996,15/05/2025,INDE21072502821009-1,974290,Dead,SUBHAM,45139,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
16,RC2527000784,,INDORE,SJA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092389177,45301,02586276-1,974290,Dead,PRASHANT THAKUR,45323,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
17,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
18,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062260861,45608,RAN128672502887498,974290,Dead,SADAIN,45139,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
19,RC2527000784,,KOLKATA,MAA SARADA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112224356,45700,K01221072502821121,974290,Dead,B MONDAL,44572,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
20,RC2527000784,,NA,MAHAVEER ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112427819,45749,BHOL13062502416939-1,974290,NOT WORKING,INDU,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
21,RC2527000784,,NA,SAGAR ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112550556,NA,11072502721111,974290,Dead,NA,45108,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
22,RC2527000784,,JABALPUR,E.E.I,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032477550,45699,JABR10062502379365-1,974290,Dead,MONU,44938,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
23,RC2527000784,,INDORE,SHREE SAI CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201052423811,NA,2802193732,974290,NA,NA,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
24,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010223046656,25/07/2024,502136836-1,974290,Dead,PRADEEP KUMAR,44938,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
25,RC2527000784,,INDORE,VAISHNAVI SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011023000094,45544,BHOL100525020715690,974290,NOT WORKING,NA,44936,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
26,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122440766,NA,05072502664028-1,974290,Dead,NA,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
27,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010823071147,45484,502102684-1,974290,Dead,SONU YADAV,45301,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
28,RC2527000784,,NAGAPUR,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102222117,45569,27062502566859-1,974290,Dead,NA,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
29,RC2527000784,,INDORE,AV SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122026324,02/02.2025,2288849-1,974290,Dead,AHNAD KHAN,44572,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
30,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102306649,21/10/2024,09062502370211-1,974290,Dead,NA,44936,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
31,RC2527000784,,RAIPUR,AMAN ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082445997,45841,2641417-1,974290,Dead,DANSHRAI,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
32,RC2527000784,,INDORE,BADONIYA SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072348955,NA,2501826728-1,974290,Dead,NA,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
33,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011223007966,26/06/2024,502204739-1,974290,Dead,PRADEEP SHARAM,45299,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
34,RC2527000784,,INDORE,AV SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122309543,15/10/2024,242665-1,974290,NA,NILESH PAL,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
35,RC2527000784,,INDORE,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072353538,45698,2081729-,974290,Dead,NA,45302,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
36,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45689,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
37,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092450071,45363,RAN14072502751637-1,974290,NA,NA,45474,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
38,RC2527000784,,INDORE,GULSHAN EANTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032420162,NA,02930843-1,974290,Dead,DEEPAK KAN,45597,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
39,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010082445658,30/12/2024,2502832498-1,974290,NA,NA,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
40,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010724042401,45692,503044979-2,974290,Dead,KAJESH SHAKYA,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
41,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022411940,21/11/2024,RAN1160725027738267,974290,NA,NA,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
42,RC2527000784,,KOLKATA,FUTURE ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022345410,45637,KOLA08082502981147-1,974290,NOT WORKING,NA,45413,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
43,RC2527000784,,PATNA,ATDS SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999022345485,23/05/2025,PATA17072502786680,974290,Dead,RAJU ,NA,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
44,RC2527000784,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324022342,13/12/2024,RA11213072502740512-1,974290,NOT WORKING,SHRAWAN,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
45,RC2527000784,,KOTA,R.D. ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999112224223,17/08/2024,2711235-1,974290,NOT WORKING,NA,45444,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
46,RC2527000784,,JAIPUR,KRISHNA ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092210637,13/04/2024,2501444253-1,974290,NOT WORKING,VIJAY,45627,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
47,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45296,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
48,RC2527000784,,RAIPUR,BASANT SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010723050264,25/10/2024,RA71231072502911829-1,974290,Dead,YASHWANT,45170,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,SP,RevatiJ,AmitG
49,RC2527000784,,KOLKATA,APPLI CARE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092386828,45962,3017556,974290,NOT WORKING,NA,45323,,,NA,NA,Pass,Found OK,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,NFF,,VS,RevatiJ,AmitG
